dataset,oversampling,classifier,AUC_mean,AUC_std,PRAUC_mean,F1_mean,oversample_time,train_time,n_splits,minority_ratio
ibm_attrition,GA-G-CTGAN,MLP,0.7584925903204247,0.03056124606816278,0.4870361598896422,0.4412797053134132,122.2664740562439,0.8598571300506592,5,0.4554002217117487
ibm_attrition,GA-G-CTGAN,RF,0.8057875647130146,0.02715203054791129,0.5549185245079481,0.2267703168575633,122.2664740562439,0.24188647270202637,5,0.4554002217117487
mammography,GA-G-CTGAN,LGBM,0.948819733924469,0.021816569889470613,0.7080055975633115,0.6433852563897264,66.51200041770934,0.06840157508850098,5,0.2042533792478399
mammography,GA-G-CTGAN,MLP,0.9535057708749621,0.02253412183689145,0.6843504546111544,0.6196273229734508,66.51200041770934,8.639208221435547,5,0.2042533792478399
mammography,GA-G-CTGAN,RF,0.9410985319614962,0.01556388664943691,0.6733004361600534,0.5745452185526091,66.51200041770934,0.3359991550445557,5,0.2042533792478399
pageblocks,GA-G-CTGAN,LGBM,0.9992011019283747,0.00021951243519134606,0.8503330517219406,0.7619047619047619,8.413744529088339,0.051333347956339516,3,0.0527123976260539
pageblocks,GA-G-CTGAN,MLP,0.9988593000714213,0.0004950861791514404,0.779288252899364,0.7209081527347782,8.413744529088339,1.4812521934509277,3,0.0527123976260539
pageblocks,GA-G-CTGAN,RF,0.9994245485154577,0.00014844635020491858,0.8649664224664226,0.7915713196033561,8.413744529088339,0.27466559410095215,3,0.0527123976260539
pima_diabetes,GA-G-CTGAN,LGBM,0.8221055206149546,0.036772963023704176,0.6925553889191363,0.6490411073832403,45.50105752944946,0.051236867904663086,5,0.469355649333404
pima_diabetes,GA-G-CTGAN,MLP,0.7780006988120196,0.025801200214348816,0.6264454567998989,0.6130981836003436,45.50105752944946,0.9712872505187988,5,0.469355649333404
pima_diabetes,GA-G-CTGAN,RF,0.8334374563242488,0.025123428789249135,0.7090605596128838,0.6768108056687301,45.50105752944946,0.26000022888183594,5,0.469355649333404
protein_homo,GA-G-CTGAN,LGBM,0.9916128140017932,0.0021555161505887135,0.8656202410446937,0.775483247611676,34.869323301315305,0.5555997848510742,5,0.08982364062045595
protein_homo,GA-G-CTGAN,MLP,0.9927416006849048,0.002473477483473376,0.8900000550504175,0.8506243772990671,34.869323301315305,24.33643865585327,5,0.08982364062045595
protein_homo,GA-G-CTGAN,RF,0.986429509943753,0.001633489145159631,0.8398538682596117,0.8126628742284678,34.869323301315305,6.412845087051392,5,0.08982364062045595
wine_quality,GA-G-CTGAN,LGBM,0.8651908005566542,0.04379194710449485,0.3081923010584482,0.3382999317267771,43.33279285430908,0.06220054626464844,5,0.2943134019055466
wine_quality,GA-G-CTGAN,MLP,0.7853787509672981,0.08036703203130936,0.27445792241533573,0.35401637578108164,43.33279285430908,5.474832010269165,5,0.2943134019055466
wine_quality,GA-G-CTGAN,RF,0.8459523149873096,0.03544575338389007,0.26508530191475294,0.2710240505762894,43.33279285430908,0.2924004554748535,5,0.2943134019055466
yeast_me2,GA-G-CTGAN,LGBM,0.9420813111500473,0.022935123594231846,0.43137755514819986,0.3832490540075679,41.39499936103821,0.05539937019348144,5,0.26879843824868244
yeast_me2,GA-G-CTGAN,MLP,0.9012656080061845,0.040090267851769223,0.3672392193351947,0.2974449649022704,41.39499936103821,1.8345468521118165,5,0.26879843824868244
yeast_me2,GA-G-CTGAN,RF,0.932846731981987,0.04311242534236435,0.46889594467652673,0.3683496070492974,41.39499936103821,0.2688447952270508,5,0.26879843824868244
