dataset,oversampling,classifier,fold,n_splits,oversample_time,train_time,n_resampled,minority_ratio,AUC,PR_AUC,F1,Precision,Recall
yeast_me2,CTAB-GAN+,RF,0,5,22.68103837966919,0.19099903106689453,2292,0.5,0.9571428571428571,0.41800147316451663,0.0,0.0,0.0
yeast_me2,CTAB-GAN+,MLP,0,5,22.68103837966919,4.779999017715454,2292,0.5,0.8822299651567944,0.2930201145526816,0.27272727272727276,0.16071428571428573,0.9
yeast_me2,CTAB-GAN+,RF,1,5,22.735991716384888,0.20199942588806152,2292,0.5,0.8686411149825783,0.18668561012921914,0.0,0.0,0.0
yeast_me2,CTAB-GAN+,MLP,1,5,22.735991716384888,4.325000524520874,2292,0.5,0.8358885017421603,0.14366896991896994,0.17777777777777776,0.11428571428571428,0.4
yeast_me2,CTAB-GAN+,RF,2,5,22.82961416244507,0.20299792289733887,2292,0.5,0.9536585365853658,0.49891863805856107,0.18181818181818182,1.0,0.1
yeast_me2,CTAB-GAN+,MLP,2,5,22.82961416244507,4.777000427246094,2292,0.5,0.9658536585365856,0.6849328254835139,0.2962962962962963,0.18181818181818182,0.8
yeast_me2,CTAB-GAN+,RF,3,5,22.754414081573486,0.18999910354614258,2294,0.5,0.9342021614748888,0.580695515081833,0.42857142857142855,1.0,0.2727272727272727
yeast_me2,CTAB-GAN+,MLP,3,5,22.754414081573486,3.492999792098999,2294,0.5,0.8560076287349015,0.38405736066372065,0.2068965517241379,0.1276595744680851,0.5454545454545454
yeast_me2,CTAB-GAN+,RF,4,5,23.366999864578247,0.20799994468688965,2294,0.5,0.9730769230769231,0.5413851245372984,0.18181818181818182,1.0,0.1
yeast_me2,CTAB-GAN+,MLP,4,5,23.366999864578247,4.867998838424683,2294,0.5,0.872027972027972,0.510104058990476,0.2622950819672131,0.1568627450980392,0.8
mammography,CTAB-GAN+,RF,0,5,23.21999955177307,0.3359999656677246,17476,0.5,0.928498503784545,0.7317083185008553,0.5095541401273886,0.38095238095238093,0.7692307692307693
mammography,CTAB-GAN+,MLP,0,5,23.21999955177307,12.683002710342407,17476,0.5,0.9433638443935927,0.7298039055436972,0.5771812080536912,0.44329896907216493,0.8269230769230769
mammography,CTAB-GAN+,RF,1,5,23.18151044845581,0.3249969482421875,17476,0.5,0.9501848266150326,0.7146020292761955,0.549618320610687,0.45569620253164556,0.6923076923076923
mammography,CTAB-GAN+,MLP,1,5,23.18151044845581,17.94599986076355,17476,0.5,0.9443407850730505,0.7398393961396853,0.6046511627906975,0.5064935064935064,0.75
mammography,CTAB-GAN+,RF,2,5,23.183521509170532,0.34199953079223633,17476,0.5,0.9371325470867805,0.6112697637803302,0.47560975609756106,0.3482142857142857,0.75
mammography,CTAB-GAN+,MLP,2,5,23.183521509170532,13.007194757461548,17476,0.5,0.9528604118993136,0.6551841040389162,0.4651162790697674,0.3333333333333333,0.7692307692307693
mammography,CTAB-GAN+,RF,3,5,22.81705069541931,0.3399984836578369,17478,0.5,0.9694015919977458,0.6808554049571847,0.5874125874125875,0.46153846153846156,0.8076923076923077
mammography,CTAB-GAN+,MLP,3,5,22.81705069541931,15.330999851226807,17478,0.5,0.969401591997746,0.7457518682936232,0.6307692307692307,0.5256410256410257,0.7884615384615384
mammography,CTAB-GAN+,RF,4,5,22.79822301864624,0.3339986801147461,17478,0.5,0.9122287968441815,0.6369084730549408,0.5034013605442177,0.3894736842105263,0.7115384615384616
mammography,CTAB-GAN+,MLP,4,5,22.79822301864624,21.662922382354736,17478,0.5,0.9149012045646661,0.690410210938025,0.5217391304347826,0.3853211009174312,0.8076923076923077
wine_quality,CTAB-GAN+,RF,0,5,23.602778911590576,0.2589998245239258,7544,0.5,0.890229572095956,0.3433061676682133,0.32,0.2028985507246377,0.7567567567567568
wine_quality,CTAB-GAN+,MLP,0,5,23.602778911590576,19.153950214385986,7544,0.5,0.8540311255051446,0.2621568144937239,0.32061068702290074,0.22340425531914893,0.5675675675675675
wine_quality,CTAB-GAN+,RF,1,5,23.448962211608887,0.2629554271697998,7544,0.5,0.8108108108108109,0.27643445364455516,0.2692307692307692,0.17647058823529413,0.5675675675675675
wine_quality,CTAB-GAN+,MLP,1,5,23.448962211608887,15.744998693466187,7544,0.5,0.825943653091055,0.24736600805858372,0.3247863247863248,0.2375,0.5135135135135135
wine_quality,CTAB-GAN+,RF,2,5,23.5461688041687,0.28299784660339355,7544,0.5,0.8970794760826573,0.2797574590534919,0.3018867924528302,0.19672131147540983,0.6486486486486487
wine_quality,CTAB-GAN+,MLP,2,5,23.5461688041687,19.050435066223145,7544,0.5,0.8132756298185779,0.17714229352956626,0.25396825396825395,0.1797752808988764,0.43243243243243246
wine_quality,CTAB-GAN+,RF,3,5,55.83000874519348,0.2830023765563965,7544,0.5,0.8220219158713326,0.2712207848546235,0.2209302325581395,0.13970588235294118,0.5277777777777778
wine_quality,CTAB-GAN+,MLP,3,5,55.83000874519348,18.642000198364258,7544,0.5,0.7758041710851892,0.1373036142473335,0.2698412698412698,0.18888888888888888,0.4722222222222222
wine_quality,CTAB-GAN+,RF,4,5,55.85108160972595,0.2629995346069336,7544,0.5,0.8001944149876282,0.18918839828077702,0.24705882352941178,0.15671641791044777,0.5833333333333334
wine_quality,CTAB-GAN+,MLP,4,5,55.85108160972595,19.218234300613403,7544,0.5,0.8041416283728056,0.18696701772824434,0.2641509433962264,0.2,0.3888888888888889
ecoli,CTAB-GAN+,RF,0,4,22.690436363220215,0.17400026321411133,450,0.5,0.9457236842105263,0.6892720229117288,0.5454545454545454,1.0,0.375
ecoli,CTAB-GAN+,MLP,0,4,22.690436363220215,1.0719988346099854,450,0.5,0.96875,0.6487980769230769,0.6666666666666666,0.5,1.0
ecoli,CTAB-GAN+,RF,1,4,22.50778102874756,0.178999662399292,452,0.5,0.9703703703703704,0.7875152081034436,0.7999999999999999,0.7272727272727273,0.8888888888888888
ecoli,CTAB-GAN+,MLP,1,4,22.50778102874756,1.061999797821045,452,0.5,0.9555555555555556,0.6356600189933523,0.72,0.5625,1.0
ecoli,CTAB-GAN+,RF,2,4,22.56238555908203,0.16699743270874023,452,0.5,0.9392592592592592,0.6061062451671326,0.375,0.42857142857142855,0.3333333333333333
ecoli,CTAB-GAN+,MLP,2,4,22.56238555908203,1.0659995079040527,452,0.5,0.9422222222222223,0.6267704030861925,0.5833333333333334,0.4666666666666667,0.7777777777777778
ecoli,CTAB-GAN+,RF,3,4,20.26327896118164,0.15799856185913086,452,0.5,0.9392592592592592,0.7624574947155593,0.5882352941176471,0.625,0.5555555555555556
ecoli,CTAB-GAN+,MLP,3,4,20.26327896118164,1.0450003147125244,452,0.5,0.8133333333333334,0.5517313568784157,0.5882352941176471,0.625,0.5555555555555556
pageblocks,CTAB-GAN+,RF,0,3,22.87880516052246,0.24699950218200684,7260,0.5,0.9993112947658402,0.8757034632034633,0.8,0.6666666666666666,1.0
pageblocks,CTAB-GAN+,MLP,0,3,22.87880516052246,3.0090010166168213,7260,0.5,0.9965289256198347,0.46488645857066907,0.6451612903225806,0.47619047619047616,1.0
pageblocks,CTAB-GAN+,RF,1,3,22.96883773803711,0.24599981307983398,7260,0.5,0.9981022344658708,0.7107383357383357,0.6666666666666667,0.5333333333333333,0.8888888888888888
pageblocks,CTAB-GAN+,MLP,1,3,22.96883773803711,5.494170665740967,7260,0.5,0.9989592898683808,0.8446386946386948,0.7272727272727274,0.6153846153846154,0.8888888888888888
pageblocks,CTAB-GAN+,RF,2,3,22.976556301116943,0.2390000820159912,7260,0.5,0.999571472298745,0.9380952380952383,0.7499999999999999,0.6,1.0
pageblocks,CTAB-GAN+,MLP,2,3,22.976556301116943,2.9770002365112305,7260,0.5,0.99914294459749,0.8722561389228056,0.7058823529411765,0.75,0.6666666666666666
