dataset,oversampling,classifier,fold,n_splits,oversample_time,train_time,n_resampled,minority_ratio,AUC,PR_AUC,F1,Precision,Recall,condition,target_ratio
pima_diabetes,ADASYN,LGBM,2,5,0.003000020980834961,0.04700112342834473,799,0.49937421777221525,0.7959259259259258,0.660342646194808,0.6206896551724138,0.5806451612903226,0.6666666666666666,C0_fixed0.50,0.5
pima_diabetes,ADASYN,MLP,2,5,0.003000020980834961,1.5090000629425049,799,0.49937421777221525,0.7398148148148147,0.6204824199527442,0.5660377358490566,0.5769230769230769,0.5555555555555556,C0_fixed0.50,0.5
pima_diabetes,ADASYN,RF,3,5,0.0029993057250976562,0.20399832725524902,789,0.49302915082382764,0.8145283018867924,0.6588289254145363,0.7058823529411764,0.6363636363636364,0.7924528301886793,C0_fixed0.50,0.5
pima_diabetes,ADASYN,LGBM,3,5,0.0029993057250976562,0.05500006675720215,789,0.49302915082382764,0.790188679245283,0.6314890365463987,0.6491228070175438,0.6065573770491803,0.6981132075471698,C0_fixed0.50,0.5
pima_diabetes,ADASYN,MLP,3,5,0.0029993057250976562,1.517000436782837,789,0.49302915082382764,0.7543396226415096,0.6590795405261916,0.5925925925925926,0.5818181818181818,0.6037735849056604,C0_fixed0.50,0.5
pima_diabetes,ADASYN,RF,4,5,0.003000020980834961,0.21200084686279297,787,0.49174078780177893,0.7888679245283019,0.6886173724000889,0.6456692913385828,0.5540540540540541,0.7735849056603774,C0_fixed0.50,0.5
pima_diabetes,ADASYN,LGBM,4,5,0.003000020980834961,0.04599928855895996,787,0.49174078780177893,0.7709433962264152,0.6761204577345186,0.5714285714285714,0.5423728813559322,0.6037735849056604,C0_fixed0.50,0.5
pima_diabetes,ADASYN,MLP,4,5,0.003000020980834961,1.517000675201416,787,0.49174078780177893,0.7184905660377359,0.5534818829475733,0.5517241379310345,0.5079365079365079,0.6037735849056604,C0_fixed0.50,0.5
pima_diabetes,G-SMOTE,RF,0,5,0.40199947357177734,0.2239060401916504,800,0.5,0.8577777777777778,0.675967613775717,0.7079646017699114,0.6779661016949152,0.7407407407407407,C0_fixed0.50,0.5
pima_diabetes,G-SMOTE,LGBM,0,5,0.40199947357177734,0.046999454498291016,800,0.5,0.8168518518518517,0.6220895188207536,0.6782608695652174,0.639344262295082,0.7222222222222222,C0_fixed0.50,0.5
pima_diabetes,G-SMOTE,MLP,0,5,0.40199947357177734,1.5780014991760254,800,0.5,0.7859259259259259,0.5719131044050814,0.6306306306306307,0.6140350877192983,0.6481481481481481,C0_fixed0.50,0.5
pima_diabetes,G-SMOTE,RF,1,5,0.3119988441467285,0.23000073432922363,800,0.5,0.8446296296296295,0.7035765838504492,0.6842105263157895,0.65,0.7222222222222222,C0_fixed0.50,0.5
pima_diabetes,G-SMOTE,LGBM,1,5,0.3119988441467285,0.06299996376037598,800,0.5,0.8512962962962963,0.711181677017212,0.6972477064220184,0.6909090909090909,0.7037037037037037,C0_fixed0.50,0.5
pima_diabetes,G-SMOTE,MLP,1,5,0.3119988441467285,1.5750010013580322,800,0.5,0.7794444444444445,0.6367046090269148,0.6851851851851852,0.6851851851851852,0.6851851851851852,C0_fixed0.50,0.5
pima_diabetes,G-SMOTE,RF,2,5,0.28799986839294434,0.22255778312683105,800,0.5,0.8103703703703703,0.6772159623928731,0.6491228070175439,0.6166666666666667,0.6851851851851852,C0_fixed0.50,0.5
pima_diabetes,G-SMOTE,LGBM,2,5,0.28799986839294434,0.05299997329711914,800,0.5,0.7851851851851851,0.6525305916453085,0.6055045871559633,0.6,0.6111111111111112,C0_fixed0.50,0.5
pima_diabetes,G-SMOTE,MLP,2,5,0.28799986839294434,1.5250003337860107,800,0.5,0.740925925925926,0.6260340357669264,0.5892857142857143,0.5689655172413793,0.6111111111111112,C0_fixed0.50,0.5
pima_diabetes,G-SMOTE,RF,3,5,0.3209998607635498,0.23667073249816895,800,0.5,0.8118867924528301,0.6421820470351096,0.6964285714285713,0.6610169491525424,0.7358490566037735,C0_fixed0.50,0.5
pima_diabetes,G-SMOTE,LGBM,3,5,0.3209998607635498,0.05800032615661621,800,0.5,0.7984905660377358,0.6252353977473153,0.6545454545454544,0.631578947368421,0.6792452830188679,C0_fixed0.50,0.5
pima_diabetes,G-SMOTE,MLP,3,5,0.3209998607635498,1.5969994068145752,800,0.5,0.7433962264150943,0.6205070340024276,0.576923076923077,0.5882352941176471,0.5660377358490566,C0_fixed0.50,0.5
pima_diabetes,G-SMOTE,RF,4,5,0.36999988555908203,0.22500061988830566,800,0.5,0.7977358490566038,0.6723913578651355,0.6610169491525424,0.6,0.7358490566037735,C0_fixed0.50,0.5
pima_diabetes,G-SMOTE,LGBM,4,5,0.36999988555908203,0.05200028419494629,800,0.5,0.749056603773585,0.6381377812759803,0.5233644859813084,0.5185185185185185,0.5283018867924528,C0_fixed0.50,0.5
pima_diabetes,G-SMOTE,MLP,4,5,0.36999988555908203,1.5510003566741943,800,0.5,0.7277358490566038,0.5502799191040146,0.5555555555555556,0.5454545454545454,0.5660377358490566,C0_fixed0.50,0.5
pima_diabetes,CTGAN,RF,0,5,3.5418648719787598,0.20839715003967285,800,0.5,0.8224074074074075,0.6653014046872414,0.6428571428571429,0.6206896551724138,0.6666666666666666,C0_fixed0.50,0.5
pima_diabetes,CTGAN,LGBM,0,5,3.5418648719787598,0.04799985885620117,800,0.5,0.7992592592592593,0.6266279249560218,0.6428571428571429,0.6206896551724138,0.6666666666666666,C0_fixed0.50,0.5
pima_diabetes,CTGAN,MLP,0,5,3.5418648719787598,1.5500011444091797,800,0.5,0.7712962962962963,0.5723853318974971,0.6440677966101694,0.59375,0.7037037037037037,C0_fixed0.50,0.5
pima_diabetes,CTGAN,RF,1,5,1.6340022087097168,0.19099807739257812,800,0.5,0.8575925925925926,0.7940569107699473,0.6796116504854369,0.7142857142857143,0.6481481481481481,C0_fixed0.50,0.5
pima_diabetes,CTGAN,LGBM,1,5,1.6340022087097168,0.054000139236450195,800,0.5,0.8383333333333334,0.7041736076725604,0.6666666666666666,0.6862745098039216,0.6481481481481481,C0_fixed0.50,0.5
pima_diabetes,CTGAN,MLP,1,5,1.6340022087097168,1.5119986534118652,800,0.5,0.7964814814814816,0.631165171310936,0.6346153846153846,0.66,0.6111111111111112,C0_fixed0.50,0.5
pima_diabetes,CTGAN,RF,2,5,2.143512487411499,0.2049999237060547,800,0.5,0.8350000000000001,0.7122237448777758,0.6788990825688074,0.6727272727272727,0.6851851851851852,C0_fixed0.50,0.5
pima_diabetes,CTGAN,LGBM,2,5,2.143512487411499,0.05199885368347168,800,0.5,0.832037037037037,0.7256343598492472,0.6788990825688074,0.6727272727272727,0.6851851851851852,C0_fixed0.50,0.5
pima_diabetes,CTGAN,MLP,2,5,2.143512487411499,1.567000150680542,800,0.5,0.7842592592592592,0.6870662167314013,0.625,0.603448275862069,0.6481481481481481,C0_fixed0.50,0.5
pima_diabetes,CTGAN,RF,3,5,2.0775084495544434,0.20399951934814453,800,0.5,0.7950943396226415,0.6161174245001602,0.5904761904761905,0.5961538461538461,0.5849056603773585,C0_fixed0.50,0.5
pima_diabetes,CTGAN,LGBM,3,5,2.0775084495544434,0.0559999942779541,800,0.5,0.7879245283018868,0.5957858681095338,0.6415094339622641,0.6415094339622641,0.6415094339622641,C0_fixed0.50,0.5
pima_diabetes,CTGAN,MLP,3,5,2.0775084495544434,1.5990006923675537,800,0.5,0.7216981132075472,0.6365550303832846,0.5794392523364486,0.5740740740740741,0.5849056603773585,C0_fixed0.50,0.5
pima_diabetes,CTGAN,RF,4,5,2.034593105316162,0.1979978084564209,800,0.5,0.7605660377358492,0.6219701733602144,0.5517241379310345,0.5079365079365079,0.6037735849056604,C0_fixed0.50,0.5
pima_diabetes,CTGAN,LGBM,4,5,2.034593105316162,0.04099893569946289,800,0.5,0.7620754716981132,0.6583218993189723,0.611111111111111,0.6,0.6226415094339622,C0_fixed0.50,0.5
pima_diabetes,CTGAN,MLP,4,5,2.034593105316162,1.5950002670288086,800,0.5,0.709622641509434,0.5019488147922538,0.4912280701754386,0.45901639344262296,0.5283018867924528,C0_fixed0.50,0.5
pima_diabetes,TVAE,RF,0,5,1.4130699634552002,0.18800020217895508,800,0.5,0.8566666666666667,0.6838251654468651,0.6972477064220184,0.6909090909090909,0.7037037037037037,C0_fixed0.50,0.5
pima_diabetes,TVAE,LGBM,0,5,1.4130699634552002,0.06500077247619629,800,0.5,0.8312962962962962,0.6546550202347069,0.6481481481481481,0.6481481481481481,0.6481481481481481,C0_fixed0.50,0.5
pima_diabetes,TVAE,MLP,0,5,1.4130699634552002,1.528000831604004,800,0.5,0.7846296296296296,0.559760373864771,0.6724137931034483,0.6290322580645161,0.7222222222222222,C0_fixed0.50,0.5
pima_diabetes,TVAE,RF,1,5,1.3825197219848633,0.19899749755859375,800,0.5,0.8305555555555556,0.6814564703333452,0.6095238095238096,0.6274509803921569,0.5925925925925926,C0_fixed0.50,0.5
pima_diabetes,TVAE,LGBM,1,5,1.3825197219848633,0.057999372482299805,800,0.5,0.837037037037037,0.6936602193869307,0.6407766990291262,0.673469387755102,0.6111111111111112,C0_fixed0.50,0.5
pima_diabetes,TVAE,MLP,1,5,1.3825197219848633,1.534663200378418,800,0.5,0.803888888888889,0.656799000082044,0.6481481481481481,0.6481481481481481,0.6481481481481481,C0_fixed0.50,0.5
pima_diabetes,TVAE,RF,2,5,1.5302233695983887,0.19700145721435547,800,0.5,0.8194444444444444,0.7057463343831127,0.6909090909090909,0.6785714285714286,0.7037037037037037,C0_fixed0.50,0.5
pima_diabetes,TVAE,LGBM,2,5,1.5302233695983887,0.057000160217285156,800,0.5,0.7964814814814815,0.6545155389144726,0.6851851851851852,0.6851851851851852,0.6851851851851852,C0_fixed0.50,0.5
pima_diabetes,TVAE,MLP,2,5,1.5302233695983887,1.500000238418579,800,0.5,0.7383333333333333,0.6228770781322833,0.5818181818181818,0.5714285714285714,0.5925925925925926,C0_fixed0.50,0.5
pima_diabetes,TVAE,RF,3,5,1.4729728698730469,0.19000005722045898,800,0.5,0.8216981132075472,0.6329764688443624,0.6666666666666666,0.6545454545454545,0.6792452830188679,C0_fixed0.50,0.5
pima_diabetes,TVAE,LGBM,3,5,1.4729728698730469,0.04700136184692383,800,0.5,0.800377358490566,0.6091995735079645,0.6542056074766356,0.6481481481481481,0.660377358490566,C0_fixed0.50,0.5
pima_diabetes,TVAE,MLP,3,5,1.4729728698730469,1.5359981060028076,800,0.5,0.7920754716981132,0.669996251085339,0.6422018348623852,0.625,0.660377358490566,C0_fixed0.50,0.5
pima_diabetes,TVAE,RF,4,5,1.3965344429016113,0.2070002555847168,800,0.5,0.7562264150943396,0.5717284159871493,0.6115702479338843,0.5441176470588235,0.6981132075471698,C0_fixed0.50,0.5
pima_diabetes,TVAE,LGBM,4,5,1.3965344429016113,0.042998552322387695,800,0.5,0.7556603773584906,0.6274724249555349,0.5631067961165048,0.58,0.5471698113207547,C0_fixed0.50,0.5
pima_diabetes,TVAE,MLP,4,5,1.3965344429016113,1.510000467300415,800,0.5,0.699811320754717,0.47558600431305154,0.5785123966942147,0.5147058823529411,0.660377358490566,C0_fixed0.50,0.5
pima_diabetes,GMMSampling,RF,0,5,0.7875497341156006,0.2259998321533203,613,0.499184339314845,0.8468518518518519,0.6639710277738429,0.7014925373134329,0.5875,0.8703703703703703,C0_fixed0.50,
pima_diabetes,GMMSampling,LGBM,0,5,0.7875497341156006,0.04900074005126953,613,0.499184339314845,0.8235185185185185,0.6685862921185259,0.6865671641791045,0.575,0.8518518518518519,C0_fixed0.50,
pima_diabetes,GMMSampling,MLP,0,5,0.7875497341156006,1.2650010585784912,613,0.499184339314845,0.797037037037037,0.6442235477530884,0.6716417910447761,0.5625,0.8333333333333334,C0_fixed0.50,
pima_diabetes,GMMSampling,RF,1,5,0.875999927520752,0.2480013370513916,613,0.499184339314845,0.8612962962962963,0.7355306812994126,0.6837606837606837,0.6349206349206349,0.7407407407407407,C0_fixed0.50,
pima_diabetes,GMMSampling,LGBM,1,5,0.875999927520752,0.051999568939208984,613,0.499184339314845,0.8675925925925926,0.7877404354404187,0.7130434782608696,0.6721311475409836,0.7592592592592593,C0_fixed0.50,
pima_diabetes,GMMSampling,MLP,1,5,0.875999927520752,1.2580006122589111,613,0.499184339314845,0.8411111111111111,0.7370766341402523,0.7000000000000001,0.6363636363636364,0.7777777777777778,C0_fixed0.50,
pima_diabetes,GMMSampling,RF,2,5,0.7615396976470947,0.3030359745025635,613,0.499184339314845,0.8107407407407408,0.7167942633359943,0.6307692307692309,0.5394736842105263,0.7592592592592593,C0_fixed0.50,
pima_diabetes,GMMSampling,LGBM,2,5,0.7615396976470947,0.04200005531311035,613,0.499184339314845,0.8103703703703704,0.7251583690341521,0.6504065040650405,0.5797101449275363,0.7407407407407407,C0_fixed0.50,
pima_diabetes,GMMSampling,MLP,2,5,0.7615396976470947,1.2760004997253418,613,0.499184339314845,0.7851851851851851,0.6877619789090601,0.6187050359712231,0.5058823529411764,0.7962962962962963,C0_fixed0.50,
pima_diabetes,GMMSampling,RF,3,5,0.734999418258667,0.2240133285522461,613,0.499184339314845,0.8252830188679244,0.7214225598724827,0.6991869918699187,0.6142857142857143,0.8113207547169812,C0_fixed0.50,
pima_diabetes,GMMSampling,LGBM,3,5,0.734999418258667,0.044960975646972656,613,0.499184339314845,0.8160377358490566,0.7037676680172439,0.6721311475409837,0.5942028985507246,0.7735849056603774,C0_fixed0.50,
pima_diabetes,GMMSampling,MLP,3,5,0.734999418258667,1.2599990367889404,613,0.499184339314845,0.8054716981132076,0.6954550352356124,0.6370370370370371,0.524390243902439,0.8113207547169812,C0_fixed0.50,
pima_diabetes,GMMSampling,RF,4,5,0.7969992160797119,0.22750043869018555,613,0.499184339314845,0.790188679245283,0.6432430802205453,0.624113475177305,0.5,0.8301886792452831,C0_fixed0.50,
pima_diabetes,GMMSampling,LGBM,4,5,0.7969992160797119,0.03899979591369629,613,0.499184339314845,0.779433962264151,0.692770671292088,0.6153846153846154,0.5194805194805194,0.7547169811320755,C0_fixed0.50,
pima_diabetes,GMMSampling,MLP,4,5,0.7969992160797119,1.2720019817352295,613,0.499184339314845,0.7915094339622641,0.6602148460404431,0.6187050359712231,0.5,0.8113207547169812,C0_fixed0.50,
pima_diabetes,SMOTE,RF,0,5,0.0,0.19554662704467773,614,0.3485342019543974,0.8585185185185185,0.6816120581458174,0.7476635514018692,0.7547169811320755,0.7407407407407407,C1_grid,0.2
pima_diabetes,SMOTE,LGBM,0,5,0.0,0.04200029373168945,614,0.3485342019543974,0.8381481481481481,0.6693320636412334,0.7008547008547008,0.6507936507936508,0.7592592592592593,C1_grid,0.2
pima_diabetes,SMOTE,MLP,0,5,0.0,1.2730019092559814,614,0.3485342019543974,0.8120370370370371,0.5984296216996448,0.6019417475728156,0.6326530612244898,0.5740740740740741,C1_grid,0.2
pima_diabetes,SMOTE,RF,1,5,0.0,0.21500158309936523,614,0.3485342019543974,0.8551851851851852,0.7454766700587823,0.6481481481481481,0.6481481481481481,0.6481481481481481,C1_grid,0.2
pima_diabetes,SMOTE,LGBM,1,5,0.0,0.04800152778625488,614,0.3485342019543974,0.8390740740740741,0.7247982746601734,0.6728971962616822,0.6792452830188679,0.6666666666666666,C1_grid,0.2
pima_diabetes,SMOTE,MLP,1,5,0.0,1.268000841140747,614,0.3485342019543974,0.8022222222222223,0.6518024326278684,0.6666666666666666,0.6862745098039216,0.6481481481481481,C1_grid,0.2
pima_diabetes,SMOTE,RF,2,5,0.0,0.2140200138092041,614,0.3485342019543974,0.8227777777777777,0.7106883046657668,0.6902654867256637,0.6610169491525424,0.7222222222222222,C1_grid,0.2
pima_diabetes,SMOTE,LGBM,2,5,0.0,0.038999080657958984,614,0.3485342019543974,0.8077777777777778,0.6761702900105812,0.6434782608695653,0.6065573770491803,0.6851851851851852,C1_grid,0.2
pima_diabetes,SMOTE,MLP,2,5,0.0,1.255000114440918,614,0.3485342019543974,0.7340740740740741,0.606882323618706,0.576923076923077,0.6,0.5555555555555556,C1_grid,0.2
pima_diabetes,SMOTE,RF,3,5,0.0,0.20600008964538574,615,0.34959349593495936,0.8120754716981132,0.6829115149358356,0.6909090909090909,0.6666666666666666,0.7169811320754716,C1_grid,0.2
pima_diabetes,SMOTE,LGBM,3,5,0.0,0.04400038719177246,615,0.34959349593495936,0.7939622641509434,0.6063354989871512,0.672566371681416,0.6333333333333333,0.7169811320754716,C1_grid,0.2
pima_diabetes,SMOTE,MLP,3,5,0.0,1.25700044631958,615,0.34959349593495936,0.7815094339622642,0.6515485430127395,0.58,0.6170212765957447,0.5471698113207547,C1_grid,0.2
pima_diabetes,SMOTE,RF,4,5,0.0,0.2050001621246338,615,0.34959349593495936,0.7975471698113208,0.6819070051978152,0.6495726495726496,0.59375,0.7169811320754716,C1_grid,0.2
pima_diabetes,SMOTE,LGBM,4,5,0.0,0.04199981689453125,615,0.34959349593495936,0.7628301886792453,0.65949202222321,0.5925925925925926,0.5818181818181818,0.6037735849056604,C1_grid,0.2
pima_diabetes,SMOTE,MLP,4,5,0.0,1.266000509262085,615,0.34959349593495936,0.7581132075471698,0.5704246555179784,0.5504587155963302,0.5357142857142857,0.5660377358490566,C1_grid,0.2
pima_diabetes,SMOTE,RF,0,5,0.0,0.2109994888305664,614,0.3485342019543974,0.8585185185185185,0.6816120581458174,0.7476635514018692,0.7547169811320755,0.7407407407407407,C1_grid,0.3
pima_diabetes,SMOTE,LGBM,0,5,0.0,0.03499913215637207,614,0.3485342019543974,0.8381481481481481,0.6693320636412334,0.7008547008547008,0.6507936507936508,0.7592592592592593,C1_grid,0.3
pima_diabetes,SMOTE,MLP,0,5,0.0,1.268000602722168,614,0.3485342019543974,0.8120370370370371,0.5984296216996448,0.6019417475728156,0.6326530612244898,0.5740740740740741,C1_grid,0.3
pima_diabetes,SMOTE,RF,1,5,0.0,0.19499969482421875,614,0.3485342019543974,0.8551851851851852,0.7454766700587823,0.6481481481481481,0.6481481481481481,0.6481481481481481,C1_grid,0.3
pima_diabetes,SMOTE,LGBM,1,5,0.0,0.034999847412109375,614,0.3485342019543974,0.8390740740740741,0.7247982746601734,0.6728971962616822,0.6792452830188679,0.6666666666666666,C1_grid,0.3
pima_diabetes,SMOTE,MLP,1,5,0.0,1.26900053024292,614,0.3485342019543974,0.8022222222222223,0.6518024326278684,0.6666666666666666,0.6862745098039216,0.6481481481481481,C1_grid,0.3
pima_diabetes,SMOTE,RF,2,5,0.0,0.2039964199066162,614,0.3485342019543974,0.8227777777777777,0.7106883046657668,0.6902654867256637,0.6610169491525424,0.7222222222222222,C1_grid,0.3
pima_diabetes,SMOTE,LGBM,2,5,0.0,0.04699897766113281,614,0.3485342019543974,0.8077777777777778,0.6761702900105812,0.6434782608695653,0.6065573770491803,0.6851851851851852,C1_grid,0.3
pima_diabetes,SMOTE,MLP,2,5,0.0,1.2580032348632812,614,0.3485342019543974,0.7340740740740741,0.606882323618706,0.576923076923077,0.6,0.5555555555555556,C1_grid,0.3
pima_diabetes,SMOTE,RF,3,5,0.0,0.19099783897399902,615,0.34959349593495936,0.8120754716981132,0.6829115149358356,0.6909090909090909,0.6666666666666666,0.7169811320754716,C1_grid,0.3
pima_diabetes,SMOTE,LGBM,3,5,0.0,0.03499865531921387,615,0.34959349593495936,0.7939622641509434,0.6063354989871512,0.672566371681416,0.6333333333333333,0.7169811320754716,C1_grid,0.3
pima_diabetes,SMOTE,MLP,3,5,0.0,1.2590007781982422,615,0.34959349593495936,0.7815094339622642,0.6515485430127395,0.58,0.6170212765957447,0.5471698113207547,C1_grid,0.3
pima_diabetes,SMOTE,RF,4,5,0.0,0.18856382369995117,615,0.34959349593495936,0.7975471698113208,0.6819070051978152,0.6495726495726496,0.59375,0.7169811320754716,C1_grid,0.3
pima_diabetes,SMOTE,LGBM,4,5,0.0,0.03400063514709473,615,0.34959349593495936,0.7628301886792453,0.65949202222321,0.5925925925925926,0.5818181818181818,0.6037735849056604,C1_grid,0.3
