dataset,oversampling,classifier,fold,n_splits,oversample_time,train_time,n_resampled,minority_ratio,AUC,PR_AUC,F1,Precision,Recall,ga_best_k,ga_best_cv_auc,ga_ga_time,ga_gens_run,ga_fell_back,ga_surrogate,ga_ratio_vec,surrogate
pima_diabetes,GA-G-CTGAN,LGBM,3,5,51.51600003242493,0.05100083351135254,777,0.4851994851994852,0.8135849056603774,0.6476464211174006,0.6226415094339622,0.6226415094339622,0.6226415094339622,3,0.8944224503452425,45.06,15,False,rf,"[0.811, 0.415, 0.745]",rf
pima_diabetes,GA-G-CTGAN,MLP,3,5,51.51600003242493,1.0783638954162598,777,0.4851994851994852,0.770377358490566,0.6501849587251284,0.5925925925925926,0.5818181818181818,0.6037735849056604,3,0.8944224503452425,45.06,15,False,rf,"[0.811, 0.415, 0.745]",rf
pima_diabetes,GA-G-CTGAN,RF,4,5,28.610000371932983,0.2710001468658447,744,0.46236559139784944,0.810188679245283,0.6963748589278709,0.6875,0.5866666666666667,0.8301886792452831,4,0.8758312339360189,19.95,6,False,rf,"[0.676, 0.403, 0.745, 0.614]",rf
pima_diabetes,GA-G-CTGAN,LGBM,4,5,28.610000371932983,0.04899954795837402,744,0.46236559139784944,0.7649056603773584,0.6626621045165018,0.5862068965517241,0.5396825396825397,0.6415094339622641,4,0.8758312339360189,19.95,6,False,rf,"[0.676, 0.403, 0.745, 0.614]",rf
pima_diabetes,GA-G-CTGAN,MLP,4,5,28.610000371932983,0.9721865653991699,744,0.46236559139784944,0.739811320754717,0.5382392821707489,0.5714285714285714,0.5151515151515151,0.6415094339622641,4,0.8758312339360189,19.95,6,False,rf,"[0.676, 0.403, 0.745, 0.614]",rf
credit_default,GA-G-CTGAN,RF,0,5,307.91647601127625,0.7360005378723145,33808,0.4471131093232371,0.7817710804691369,0.5551864664554236,0.5078776645041705,0.6602409638554216,0.4126506024096386,10,0.9123378818353197,251.75,15,False,rf,"[1.323, 2.166, 2.018, 0.907, 2.26, 2.521, 1.009, 0.778, 1.956, 0.429]",rf
credit_default,GA-G-CTGAN,LGBM,0,5,307.91647601127625,0.13000011444091797,33808,0.4471131093232371,0.7953572906781234,0.5624669846890022,0.49953139643861294,0.6612903225806451,0.401355421686747,10,0.9123378818353197,251.75,15,False,rf,"[1.323, 2.166, 2.018, 0.907, 2.26, 2.521, 1.009, 0.778, 1.956, 0.429]",rf
credit_default,GA-G-CTGAN,MLP,0,5,307.91647601127625,40.70654010772705,33808,0.4471131093232371,0.7245632788001319,0.4444944444142057,0.43891402714932126,0.5498866213151927,0.36521084337349397,10,0.9123378818353197,251.75,15,False,rf,"[1.323, 2.166, 2.018, 0.907, 2.26, 2.521, 1.009, 0.778, 1.956, 0.429]",rf
credit_default,GA-G-CTGAN,RF,1,5,305.2033462524414,0.7519991397857666,34031,0.45076547853427756,0.7711440491489292,0.5436882351428578,0.4909847434119279,0.6351674641148325,0.40015071590052753,10,0.9130682471872326,250.61,15,False,rf,"[2.288, 1.139, 2.168, 1.776, 0.38, 2.46, 2.521, 2.234, 0.374, 1.167]",rf
credit_default,GA-G-CTGAN,LGBM,1,5,305.2033462524414,0.13500070571899414,34031,0.45076547853427756,0.7777635508446847,0.5555087888981958,0.49209302325581394,0.6427703523693803,0.39864355689525244,10,0.9130682471872326,250.61,15,False,rf,"[2.288, 1.139, 2.168, 1.776, 0.38, 2.46, 2.521, 2.234, 0.374, 1.167]",rf
credit_default,GA-G-CTGAN,MLP,1,5,305.2033462524414,50.82667303085327,34031,0.45076547853427756,0.6963744649916119,0.42008425937025684,0.44100895036615134,0.4792219274977896,0.4084400904295403,10,0.9130682471872326,250.61,15,False,rf,"[2.288, 1.139, 2.168, 1.776, 0.38, 2.46, 2.521, 2.234, 0.374, 1.167]",rf
credit_default,GA-G-CTGAN,RF,2,5,295.878782749176,0.7079989910125732,32424,0.4235442881815939,0.772800617828759,0.5500695237359909,0.4907749077490775,0.6325802615933412,0.400904295403165,10,0.9034515546605343,245.54,15,False,rf,"[1.878, 2.207, 1.934, 2.21, 1.225, 0.756, 1.892, 0.216, 2.142, 1.783]",rf
credit_default,GA-G-CTGAN,LGBM,2,5,295.878782749176,0.11600017547607422,32424,0.4235442881815939,0.7856034868815404,0.5524033838978415,0.49116279069767443,0.6415552855407047,0.39788997739261495,10,0.9034515546605343,245.54,15,False,rf,"[1.878, 2.207, 1.934, 2.21, 1.225, 0.756, 1.892, 0.216, 2.142, 1.783]",rf
credit_default,GA-G-CTGAN,MLP,2,5,295.878782749176,47.50408315658569,32424,0.4235442881815939,0.6927522681162657,0.39701948957469946,0.40225400953619417,0.47346938775510206,0.3496608892238131,10,0.9034515546605343,245.54,15,False,rf,"[1.878, 2.207, 1.934, 2.21, 1.225, 0.756, 1.892, 0.216, 2.142, 1.783]",rf
credit_default,GA-G-CTGAN,RF,3,5,301.9630882740021,0.7389998435974121,32964,0.4329875015168062,0.7723459383064636,0.5620335013398945,0.5159235668789809,0.6509758897818599,0.4272795779954785,10,0.9069944119884829,246.41,15,False,rf,"[0.453, 2.521, 1.489, 0.902, 2.004, 0.117, 2.404, 1.242, 2.398, 0.262]",rf
credit_default,GA-G-CTGAN,LGBM,3,5,301.9630882740021,0.16100454330444336,32964,0.4329875015168062,0.7847403295333983,0.570057748114192,0.5164886205294937,0.6731234866828087,0.4189902034664657,10,0.9069944119884829,246.41,15,False,rf,"[0.453, 2.521, 1.489, 0.902, 2.004, 0.117, 2.404, 1.242, 2.398, 0.262]",rf
credit_default,GA-G-CTGAN,MLP,3,5,301.9630882740021,49.01311445236206,32964,0.4329875015168062,0.6984198374764616,0.389798013424439,0.4076923076923077,0.47087857847976305,0.359457422758101,10,0.9069944119884829,246.41,15,False,rf,"[0.453, 2.521, 1.489, 0.902, 2.004, 0.117, 2.404, 1.242, 2.398, 0.262]",rf
credit_default,GA-G-CTGAN,RF,4,5,303.0684061050415,0.7390000820159912,34099,0.45186075838001116,0.7658264193394979,0.5473447283012839,0.49080882352941174,0.6289752650176679,0.4024114544084401,10,0.9142294142936201,249.52,15,False,rf,"[2.521, 1.857, 0.751, 2.331, 2.455, 1.966, 1.011, 0.731, 0.534, 2.256]",rf
credit_default,GA-G-CTGAN,LGBM,4,5,303.0684061050415,0.1249995231628418,34099,0.45186075838001116,0.7801802301570164,0.5571096053988293,0.4907235621521336,0.638118214716526,0.39864355689525244,10,0.9142294142936201,249.52,15,False,rf,"[2.521, 1.857, 0.751, 2.331, 2.455, 1.966, 1.011, 0.731, 0.534, 2.256]",rf
credit_default,GA-G-CTGAN,MLP,4,5,303.0684061050415,45.6605019569397,34099,0.45186075838001116,0.691539977529688,0.3847317866311597,0.38120567375886527,0.4628632938643703,0.3240391861341371,10,0.9142294142936201,249.52,15,False,rf,"[2.521, 1.857, 0.751, 2.331, 2.455, 1.966, 1.011, 0.731, 0.534, 2.256]",rf
ibm_attrition,GA-G-CTGAN,RF,0,5,190.23860096931458,0.23700380325317383,1758,0.43856655290102387,0.7845528455284553,0.4717854442467584,0.23728813559322035,0.6363636363636364,0.14583333333333334,7,0.9488151415877221,153.85,11,False,rf,"[0.823, 4.086, 3.682, 3.059, 1.347, 4.067, 3.3]",rf
ibm_attrition,GA-G-CTGAN,LGBM,0,5,190.23860096931458,0.07899975776672363,1758,0.43856655290102387,0.7844681571815718,0.4985622740849734,0.3283582089552239,0.5789473684210527,0.22916666666666666,7,0.9488151415877221,153.85,11,False,rf,"[0.823, 4.086, 3.682, 3.059, 1.347, 4.067, 3.3]",rf
ibm_attrition,GA-G-CTGAN,MLP,0,5,190.23860096931458,0.8190007209777832,1758,0.43856655290102387,0.728319783197832,0.3856419161131482,0.4583333333333333,0.4583333333333333,0.4583333333333333,7,0.9488151415877221,153.85,11,False,rf,"[0.823, 4.086, 3.682, 3.059, 1.347, 4.067, 3.3]",rf
ibm_attrition,GA-G-CTGAN,RF,1,5,98.79999947547913,0.24395060539245605,1766,0.44110985277463194,0.8036924119241192,0.5031768195306504,0.29508196721311475,0.6923076923076923,0.1875,5,0.9460774219892761,72.67,7,False,rf,"[3.275, 1.694, 4.107, 3.804, 3.354]",rf
ibm_attrition,GA-G-CTGAN,LGBM,1,5,98.79999947547913,0.07600021362304688,1766,0.44110985277463194,0.7831131436314364,0.5428009435240236,0.45569620253164556,0.5806451612903226,0.375,5,0.9460774219892761,72.67,7,False,rf,"[3.275, 1.694, 4.107, 3.804, 3.354]",rf
ibm_attrition,GA-G-CTGAN,MLP,1,5,98.79999947547913,0.8941760063171387,1766,0.44110985277463194,0.7857384823848237,0.5302084838760265,0.42,0.40384615384615385,0.4375,5,0.9460774219892761,72.67,7,False,rf,"[3.275, 1.694, 4.107, 3.804, 3.354]",rf
ibm_attrition,GA-G-CTGAN,RF,2,5,89.87696361541748,0.24326515197753906,1869,0.4724451578384163,0.8437419243690241,0.6258831733676219,0.12,1.0,0.06382978723404255,4,0.9511754230288968,69.18,8,False,rf,"[0.664, 4.095, 3.263, 3.648]",rf
ibm_attrition,GA-G-CTGAN,LGBM,2,5,89.87696361541748,0.07600045204162598,1869,0.4724451578384163,0.8429666637953313,0.6087401870630196,0.3939393939393939,0.6842105263157895,0.2765957446808511,4,0.9511754230288968,69.18,8,False,rf,"[0.664, 4.095, 3.263, 3.648]",rf
ibm_attrition,GA-G-CTGAN,MLP,2,5,89.87696361541748,0.8421077728271484,1869,0.4724451578384163,0.7648376259798432,0.45788837382312136,0.37362637362637363,0.38636363636363635,0.3617021276595745,4,0.9511754230288968,69.18,8,False,rf,"[0.664, 4.095, 3.263, 3.648]",rf
ibm_attrition,GA-G-CTGAN,RF,3,5,119.6769368648529,0.24720501899719238,1797,0.451307735114079,0.8202256869670083,0.6629555471046784,0.25925925925925924,1.0,0.14893617021276595,3,0.949030286275507,103.16,15,False,rf,"[3.523, 2.754, 3.358]",rf
ibm_attrition,GA-G-CTGAN,LGBM,3,5,119.6769368648529,0.07700133323669434,1797,0.451307735114079,0.8300456542337842,0.6540262631313517,0.47761194029850745,0.8,0.3404255319148936,3,0.949030286275507,103.16,15,False,rf,"[3.523, 2.754, 3.358]",rf
ibm_attrition,GA-G-CTGAN,MLP,3,5,119.6769368648529,0.8930001258850098,1797,0.451307735114079,0.7886984236368335,0.5639633298667209,0.5274725274725275,0.5454545454545454,0.5106382978723404,3,0.949030286275507,103.16,15,False,rf,"[3.523, 2.754, 3.358]",rf
ibm_attrition,GA-G-CTGAN,RF,4,5,112.7398693561554,0.2380077838897705,1873,0.4735718099305926,0.7767249547764666,0.5107916382900314,0.2222222222222222,0.8571428571428571,0.1276595744680851,3,0.9549809740993043,96.68,14,False,rf,"[3.679, 4.189, 1.723]",rf
ibm_attrition,GA-G-CTGAN,LGBM,4,5,112.7398693561554,0.07899975776672363,1873,0.4735718099305926,0.8113532604014126,0.5670009069433862,0.43478260869565216,0.6818181818181818,0.3191489361702128,3,0.9549809740993043,96.68,14,False,rf,"[3.679, 4.189, 1.723]",rf
ibm_attrition,GA-G-CTGAN,MLP,4,5,112.7398693561554,0.8510010242462158,1873,0.4735718099305926,0.724868636402791,0.497478695769194,0.42696629213483145,0.4523809523809524,0.40425531914893614,3,0.9549809740993043,96.68,14,False,rf,"[3.679, 4.189, 1.723]",rf
ecoli,GA-G-CTGAN,RF,0,4,24.24799919128418,0.24300074577331543,412,0.4538834951456311,0.9654605263157895,0.83367673992674,0.5454545454545454,1.0,0.375,3,0.9927871650452297,20.78,8,False,rf,"[6.256, 5.031, 5.821]",rf
ecoli,GA-G-CTGAN,LGBM,0,4,24.24799919128418,0.037999868392944336,412,0.4538834951456311,0.9654605263157895,0.8184523809523809,0.6153846153846154,0.8,0.5,3,0.9927871650452297,20.78,8,False,rf,"[6.256, 5.031, 5.821]",rf
ecoli,GA-G-CTGAN,MLP,0,4,24.24799919128418,0.6150009632110596,412,0.4538834951456311,0.9375,0.5455362448009506,0.5714285714285714,0.46153846153846156,0.75,3,0.9927871650452297,20.78,8,False,rf,"[6.256, 5.031, 5.821]",rf
ecoli,GA-G-CTGAN,RF,1,4,39.82900071144104,0.2510087490081787,428,0.4719626168224299,0.965925925925926,0.7165645595470156,0.8,0.7272727272727273,0.8888888888888888,3,0.995128742253644,35.94,14,False,rf,"[7.15, 4.519, 6.775]",rf
ecoli,GA-G-CTGAN,LGBM,1,4,39.82900071144104,0.04000043869018555,428,0.4719626168224299,0.96,0.7159971000550711,0.8,0.7272727272727273,0.8888888888888888,3,0.995128742253644,35.94,14,False,rf,"[7.15, 4.519, 6.775]",rf
ecoli,GA-G-CTGAN,MLP,1,4,39.82900071144104,0.3509986400604248,428,0.4719626168224299,0.9585185185185185,0.6095117845117846,0.6956521739130435,0.5714285714285714,0.8888888888888888,3,0.995128742253644,35.94,14,False,rf,"[7.15, 4.519, 6.775]",rf
ecoli,GA-G-CTGAN,RF,2,4,42.4760000705719,0.24200010299682617,431,0.4756380510440835,0.9614814814814814,0.725998075998076,0.5333333333333333,0.6666666666666666,0.4444444444444444,3,0.9946840709332295,38.66,15,False,rf,"[4.645, 2.773, 7.635]",rf
ecoli,GA-G-CTGAN,LGBM,2,4,42.4760000705719,0.041001319885253906,431,0.4756380510440835,0.9718518518518519,0.7340659340659341,0.625,0.7142857142857143,0.5555555555555556,3,0.9946840709332295,38.66,15,False,rf,"[4.645, 2.773, 7.635]",rf
ecoli,GA-G-CTGAN,MLP,2,4,42.4760000705719,0.37285685539245605,431,0.4756380510440835,0.9525925925925927,0.6382481715815049,0.47058823529411764,0.5,0.4444444444444444,3,0.9946840709332295,38.66,15,False,rf,"[4.645, 2.773, 7.635]",rf
ecoli,GA-G-CTGAN,RF,3,4,29.504000186920166,0.24000024795532227,440,0.4863636363636364,0.9318518518518518,0.7188357938357939,0.5882352941176471,0.625,0.5555555555555556,2,0.9962102243088159,25.76,10,False,rf,"[7.407, 7.169]",rf
ecoli,GA-G-CTGAN,LGBM,3,4,29.504000186920166,0.03896760940551758,440,0.4863636363636364,0.9244444444444445,0.663510101010101,0.5555555555555556,0.5555555555555556,0.5555555555555556,2,0.9962102243088159,25.76,10,False,rf,"[7.407, 7.169]",rf
ecoli,GA-G-CTGAN,MLP,3,4,29.504000186920166,0.6550009250640869,440,0.4863636363636364,0.9022222222222223,0.6635598968932301,0.6086956521739131,0.5,0.7777777777777778,2,0.9962102243088159,25.76,10,False,rf,"[7.407, 7.169]",rf
wine_quality,GA-G-CTGAN,RF,0,5,53.23699927330017,0.3000004291534424,5324,0.2915101427498122,0.855435499125849,0.2377274580988574,0.2727272727272727,0.3103448275862069,0.24324324324324326,2,0.9735788215316624,48.04,15,False,rf,"[9.832, 9.497]",rf
wine_quality,GA-G-CTGAN,LGBM,0,5,53.23699927330017,0.06000018119812012,5324,0.2915101427498122,0.9052191109455161,0.35515757730405634,0.3835616438356164,0.3888888888888889,0.3783783783783784,2,0.9735788215316624,48.04,15,False,rf,"[9.832, 9.497]",rf
wine_quality,GA-G-CTGAN,MLP,0,5,53.23699927330017,5.240090847015381,5324,0.2915101427498122,0.8508211286578201,0.3334723994673008,0.38235294117647056,0.41935483870967744,0.35135135135135137,2,0.9735788215316624,48.04,15,False,rf,"[9.832, 9.497]",rf
wine_quality,GA-G-CTGAN,RF,1,5,30.344000101089478,0.29200005531311035,5358,0.2960059723777529,0.8722879825743028,0.33353615693818556,0.32142857142857145,0.47368421052631576,0.24324324324324326,2,0.9789336208714293,25.28,8,False,rf,"[10.0, 9.561]",rf
wine_quality,GA-G-CTGAN,LGBM,1,5,30.344000101089478,0.05800032615661621,5358,0.2960059723777529,0.8960476913817317,0.38178604755625606,0.4307692307692308,0.5,0.3783783783783784,2,0.9789336208714293,25.28,8,False,rf,"[10.0, 9.561]",rf
wine_quality,GA-G-CTGAN,MLP,1,5,30.344000101089478,5.143097162246704,5358,0.2960059723777529,0.829755524347253,0.35022616858773575,0.46153846153846156,0.43902439024390244,0.4864864864864865,2,0.9789336208714293,25.28,8,False,rf,"[10.0, 9.561]",rf
wine_quality,GA-G-CTGAN,RF,2,5,46.49500012397766,0.2780001163482666,5338,0.2933683027351068,0.8810294918460349,0.297164029251236,0.3384615384615385,0.39285714285714285,0.2972972972972973,2,0.9762636827364414,41.28,13,False,rf,"[9.823, 9.666]",rf
wine_quality,GA-G-CTGAN,LGBM,2,5,46.49500012397766,0.06699919700622559,5338,0.2933683027351068,0.8853859161388323,0.30640769819648284,0.32,0.3157894736842105,0.32432432432432434,2,0.9762636827364414,41.28,13,False,rf,"[9.823, 9.666]",rf
wine_quality,GA-G-CTGAN,MLP,2,5,46.49500012397766,5.849191427230835,5338,0.2933683027351068,0.7317359777593075,0.24564167111250576,0.3333333333333333,0.3793103448275862,0.2972972972972973,2,0.9762636827364414,41.28,13,False,rf,"[9.823, 9.666]",rf
wine_quality,GA-G-CTGAN,RF,3,5,46.09496474266052,0.2850015163421631,5336,0.29310344827586204,0.8262931542358902,0.20143306711920164,0.15384615384615385,0.25,0.1111111111111111,2,0.981318588687594,41.18,13,False,rf,"[9.679, 9.632]",rf
wine_quality,GA-G-CTGAN,LGBM,3,5,46.09496474266052,0.06400156021118164,5336,0.29310344827586204,0.802904442087899,0.2647462953122687,0.2413793103448276,0.3181818181818182,0.19444444444444445,2,0.981318588687594,41.18,13,False,rf,"[9.679, 9.632]",rf
wine_quality,GA-G-CTGAN,MLP,3,5,46.09496474266052,4.879718065261841,5336,0.29310344827586204,0.670319311888771,0.16019309567822998,0.25,0.35,0.19444444444444445,2,0.981318588687594,41.18,13,False,rf,"[9.679, 9.632]",rf
wine_quality,GA-G-CTGAN,RF,4,5,40.49300003051758,0.30700016021728516,5370,0.2975791433891993,0.7947154471544715,0.2555657981662843,0.26865671641791045,0.2903225806451613,0.25,2,0.9662503002113837,35.58,11,False,rf,"[9.999, 9.528]",rf
wine_quality,GA-G-CTGAN,LGBM,4,5,40.49300003051758,0.06200146675109863,5370,0.2975791433891993,0.8363968422292919,0.23286388692317714,0.3157894736842105,0.3,0.3333333333333333,2,0.9662503002113837,35.58,11,False,rf,"[9.999, 9.528]",rf
wine_quality,GA-G-CTGAN,MLP,4,5,40.49300003051758,6.2620625495910645,5370,0.2975791433891993,0.8442618121833392,0.2827562772309065,0.34285714285714286,0.35294117647058826,0.3333333333333333,2,0.9662503002113837,35.58,11,False,rf,"[9.999, 9.528]",rf
yeast_me2,GA-G-CTGAN,RF,0,5,39.901997566223145,0.25799989700317383,1593,0.2806026365348399,0.9480836236933797,0.41534872534872536,0.3076923076923077,0.6666666666666666,0.2,2,0.9931714630403974,35.89,13,False,rf,"[9.955, 9.571]",rf
yeast_me2,GA-G-CTGAN,LGBM,0,5,39.901997566223145,0.0579984188079834,1593,0.2806026365348399,0.9512195121951219,0.4684035601126562,0.375,0.5,0.3,2,0.9931714630403974,35.89,13,False,rf,"[9.955, 9.571]",rf
yeast_me2,GA-G-CTGAN,MLP,0,5,39.901997566223145,1.7922718524932861,1593,0.2806026365348399,0.9310104529616724,0.3143157894736842,0.3076923076923077,0.25,0.4,2,0.9931714630403974,35.89,13,False,rf,"[9.955, 9.571]",rf
yeast_me2,GA-G-CTGAN,RF,1,5,28.242000341415405,0.27900147438049316,1549,0.26016785022595224,0.8592334494773519,0.2527329033384495,0.21052631578947367,0.2222222222222222,0.2,2,0.9945852953576119,25.99,11,False,rf,"[9.042, 9.142]",rf
yeast_me2,GA-G-CTGAN,LGBM,1,5,28.242000341415405,0.055998802185058594,1549,0.26016785022595224,0.9024390243902439,0.20223223013545594,0.21052631578947367,0.2222222222222222,0.2,2,0.9945852953576119,25.99,11,False,rf,"[9.042, 9.142]",rf
yeast_me2,GA-G-CTGAN,MLP,1,5,28.242000341415405,1.8572752475738525,1549,0.26016785022595224,0.8452961672473868,0.13481158337536858,0.08333333333333333,0.07142857142857142,0.1,2,0.9945852953576119,25.99,11,False,rf,"[9.042, 9.142]",rf
yeast_me2,GA-G-CTGAN,RF,2,5,35.37999963760376,0.2722136974334717,1569,0.2695984703632887,0.9491289198606272,0.6252200577200576,0.47058823529411764,0.5714285714285714,0.4,2,0.9926138403079475,33.31,14,False,rf,"[9.543, 6.774]",rf
yeast_me2,GA-G-CTGAN,LGBM,2,5,35.37999963760376,0.051000356674194336,1569,0.2695984703632887,0.9609756097560976,0.5021099712558231,0.4444444444444444,0.5,0.4,2,0.9926138403079475,33.31,14,False,rf,"[9.543, 6.774]",rf
yeast_me2,GA-G-CTGAN,MLP,2,5,35.37999963760376,1.5978991985321045,1569,0.2695984703632887,0.9320557491289199,0.5498717948717949,0.3225806451612903,0.23809523809523808,0.5,2,0.9926138403079475,33.31,14,False,rf,"[9.543, 6.774]",rf
yeast_me2,GA-G-CTGAN,RF,3,5,26.233999967575073,0.2720041275024414,1577,0.2726696258719087,0.9361093452002542,0.5569820537061916,0.5,0.8,0.36363636363636365,2,0.992890567494907,24.26,10,False,rf,"[10.0, 9.591]",rf
yeast_me2,GA-G-CTGAN,LGBM,3,5,26.233999967575073,0.05399918556213379,1577,0.2726696258719087,0.9443738080101717,0.5231692926711221,0.5333333333333333,1.0,0.36363636363636365,2,0.992890567494907,24.26,10,False,rf,"[10.0, 9.591]",rf
yeast_me2,GA-G-CTGAN,MLP,3,5,26.233999967575073,2.207286834716797,1577,0.2726696258719087,0.9259376986649714,0.36921284463313797,0.30303030303030304,0.22727272727272727,0.45454545454545453,2,0.992890567494907,24.26,10,False,rf,"[10.0, 9.591]",rf
yeast_me2,GA-G-CTGAN,RF,4,5,77.21699929237366,0.26300477981567383,1552,0.2609536082474227,0.9716783216783217,0.49419598326920977,0.35294117647058826,0.42857142857142855,0.3,7,0.9925013750142817,64.43,15,False,rf,"[6.523, 9.86, 9.453, 8.81, 7.059, 9.865, 9.056]",rf
yeast_me2,GA-G-CTGAN,LGBM,4,5,77.21699929237366,0.05800008773803711,1552,0.2609536082474227,0.9513986013986014,0.4609727215659418,0.35294117647058826,0.42857142857142855,0.3,7,0.9925013750142817,64.43,15,False,rf,"[6.523, 9.86, 9.453, 8.81, 7.059, 9.865, 9.056]",rf
yeast_me2,GA-G-CTGAN,MLP,4,5,77.21699929237366,1.718001127243042,1552,0.2609536082474227,0.8720279720279721,0.4679840843219879,0.47058823529411764,0.3333333333333333,0.8,7,0.9925013750142817,64.43,15,False,rf,"[6.523, 9.86, 9.453, 8.81, 7.059, 9.865, 9.056]",rf
mammography,GA-G-CTGAN,RF,0,5,62.26900291442871,0.3359968662261963,10978,0.20404445254144654,0.9414583700052808,0.7405043420592329,0.6837606837606838,0.6153846153846154,0.7692307692307693,6,0.990822561093872,50.98,13,False,rf,"[9.849, 9.68, 9.907, 9.864, 9.734, 9.652]",rf
mammography,GA-G-CTGAN,LGBM,0,5,62.26900291442871,0.06300187110900879,10978,0.20404445254144654,0.9535117056856186,0.758162209661218,0.7368421052631579,0.6774193548387096,0.8076923076923077,6,0.990822561093872,50.98,13,False,rf,"[9.849, 9.68, 9.907, 9.864, 9.734, 9.652]",rf
mammography,GA-G-CTGAN,MLP,0,5,62.26900291442871,8.234565258026123,10978,0.20404445254144654,0.9635099454321422,0.7880573467801689,0.6774193548387096,0.5833333333333334,0.8076923076923077,6,0.990822561093872,50.98,13,False,rf,"[9.849, 9.68, 9.907, 9.864, 9.734, 9.652]",rf
mammography,GA-G-CTGAN,RF,1,5,74.99899959564209,0.33699965476989746,10977,0.20397194133187574,0.937000528076043,0.6876825210963222,0.549618320610687,0.45569620253164556,0.6923076923076923,8,0.9861376736131561,62.03,15,False,rf,"[9.832, 9.845, 9.776, 9.69, 9.55, 9.888, 9.775, 9.6]",rf
mammography,GA-G-CTGAN,LGBM,1,5,74.99899959564209,0.06799983978271484,10977,0.20397194133187574,0.9252552367540926,0.7293339333047237,0.6016260162601627,0.5211267605633803,0.7115384615384616,8,0.9861376736131561,62.03,15,False,rf,"[9.832, 9.845, 9.776, 9.69, 9.55, 9.888, 9.775, 9.6]",rf
mammography,GA-G-CTGAN,MLP,1,5,74.99899959564209,7.790001392364502,10977,0.20397194133187574,0.9491374757965148,0.7171908887370537,0.6140350877192983,0.5645161290322581,0.6730769230769231,8,0.9861376736131561,62.03,15,False,rf,"[9.832, 9.845, 9.776, 9.69, 9.55, 9.888, 9.775, 9.6]",rf
